judul_resep,waktu_masak,tingkat_kesulitan,jumlah_porsi,url_sumber,bahan-bahan,cluster_label,cluster_persona
"Resep Rica-Rica Ayam Pedas Nagih, Pas untuk Makan Siang",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-rica-rica-ayam-pedas-nagih/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'daun jeruk', 'daun bawang', 'jeruk nipis', 'garam', 'serai', 'jahe', 'kemiri', 'tomat', 'kunyit', 'kemangi']",2,Masakan Rumahan Sehari-Hari
Resep Bakpao Isi Daging Ayam untuk Pesta Dimsum di Rumah,2jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-bakpao-isi-daging-ayam/,"['bawang putih', 'kecap manis', 'kaldu ayam', 'gula pasir', 'daun bawang', 'daging ayam', 'bawang', 'garam', 'jahe', 'wortel', 'jamur', 'wijen']",0,Masakan Rumit Tradisional
Resep Jajangmyeon Mudah dan Lezat a la Restoran Korea,1j 30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-jajangmyeon/,"['bawang putih', 'kaldu ayam', 'daun bawang', 'daging sapi', 'bawang', 'merica', 'telur', 'jamur', 'wijen']",3,Masakan Cepat dan Praktis
"Resep Doclang Khas Bogor, Menu Sarapan Legendaris Wajib Coba",1j 30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-doclang-khas-bogor/,"['bawang putih', 'kecap manis', 'cabai rawit', 'limau', 'bawang', 'garam', 'telur', 'kacang', 'tahu']",3,Masakan Cepat dan Praktis
"Resep Nasi Jagung dan Osik Daging, Makanan Khas dari Madura",2jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-nasi-jagung-osik-daging/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'cabai rawit', 'daun jeruk', 'kaldu sapi', 'daging sapi', 'garam', 'merica', 'serai', 'lengkuas', 'ketumbar', 'santan', 'kunyit', 'kemangi', 'jagung']",0,Masakan Rumit Tradisional
"Resep Jengkol Balado Ikan Teri, Menu Rumahan Enak Bikin Nambah",2jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-jengkol-balado-ikan-teri/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'daun salam', 'daun jeruk', 'gula pasir', 'garam', 'serai', 'lengkuas', 'kemiri', 'santan', 'ikan']",0,Masakan Rumit Tradisional
"Resep Mie Dok Dok Gerobakan, Yang Dinanti Saat Malam Tiba",30mnt,Mudah,2 Porsi,https://www.masakapahariini.com/resep/resep-mie-dok-dok-gerobakan/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'daun bawang', 'bawang', 'garam', 'merica', 'kemiri', 'telur', 'kol', 'kencur']",3,Masakan Cepat dan Praktis
"Resep Sate Kere Khas Solo, Masakan Ikonik Sejak Zaman Kolonial",1j 30mnt,Sedang,6 Porsi,https://www.masakapahariini.com/resep/resep-sate-kere-khas-solo/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai rawit', 'daun salam', 'kaldu sapi', 'gula merah', 'asam jawa', 'garam', 'lengkuas', 'ketumbar', 'santan', 'kacang', 'tempe', 'kencur']",0,Masakan Rumit Tradisional
Cara Membuat Dendeng Balado Cabe Ijo untuk Menu Akhir Pekan,2jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/cara-membuat-dendeng-balado-cabe-ijo/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'daun jeruk', 'kaldu sapi', 'daging sapi', 'asam jawa', 'cabai hijau', 'garam', 'lengkuas', 'tomat', 'kunyit']",0,Masakan Rumit Tradisional
"Resep Pepes Ayam Bumbu Kuning, Menu Rumahan yang Begitu Nikmat",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-pepes-ayam-bumbu-kuning/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai rawit', 'daun salam', 'garam', 'serai', 'jahe', 'kemiri', 'ketumbar', 'santan', 'kunyit', 'kemangi']",0,Masakan Rumit Tradisional
"Resep Nasi Langgi Khas Jawa Tengah, Hidangan Lengkap dan Istimewa",2jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-nasi-langgi-khas-jawa-tengah/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'daun salam', 'daun jeruk', 'daging sapi', 'gula merah', 'asam jawa', 'garam', 'merica', 'serai', 'lengkuas', 'kemiri', 'ketumbar', 'santan', 'telur', 'tempe', 'kemangi']",0,Masakan Rumit Tradisional
Cara Membuat Kue Klepon Unti untuk Camilan Sore Hari,1j 30mnt,Mudah,20 Porsi,https://www.masakapahariini.com/resep/cara-membuat-kue-klepon/,"['kecap manis', 'gula merah', 'garam']",1,Masakan Porsi Besar untuk Banyak Orang
Resep Bubur Merah Putih dan Maknanya dalam Budaya Indonesia,1jam,Mudah,5 Porsi,https://www.masakapahariini.com/resep/cara-membuat-bubur-merah-putih/,"['kecap manis', 'gula merah', 'garam', 'santan']",3,Masakan Cepat dan Praktis
"Cara Membuat Combro Empuk, Renyah, dan Gurih",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-combro-isi-sambal-oncom/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'daun bawang', 'garam', 'kemangi', 'kencur']",0,Masakan Rumit Tradisional
"Resep Ayam Taliwang, Rasa Manis Pedas Kaya dari Lombok",1j 30mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-ayam-taliwang/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'limau', 'garam', 'kemiri', 'santan']",0,Masakan Rumit Tradisional
"Resep Perkedel Jagung Renyah, Cemilan Sehat yang Bikin Nagih",45mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/perkedel-jagung-renyah/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'daun jeruk', 'daun bawang', 'ketumbar', 'telur', 'jagung']",3,Masakan Cepat dan Praktis
"Resep Selat Solo, Masakan Spesial untuk Rayakan Kumpul Keluarga",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-selat-solo/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu sapi', 'daging sapi', 'jeruk nipis', 'kayu manis', 'bawang', 'garam', 'merica', 'telur', 'wortel', 'cengkih']",3,Masakan Cepat dan Praktis
"Resep Batagor Kuah Kaldu, Camilan yang Bakal Bikin Rebutan",2jam,Sedang,6 Porsi,https://www.masakapahariini.com/resep/resep-batagor-kuah-kaldu/,"['bawang putih', 'kecap manis', 'kaldu ayam', 'gula pasir', 'daun bawang', 'daging ayam', 'garam', 'merica', 'ikan', 'seledri', 'tahu']",0,Masakan Rumit Tradisional
"Resep Kaledo, Makanan Legendaris dari Sulawesi Tengah",1j 30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-kaledo-khas-palu/,"['bawang merah', 'cabai rawit', 'daun salam', 'daun jeruk', 'gula pasir', 'kaldu sapi', 'asam jawa', 'garam', 'serai']",2,Masakan Rumahan Sehari-Hari
"Resep Nasi Kari Bagan Daging Sapi, Masakan Lezat dari Riau",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-nasi-kari-bagan/,"['bawang merah', 'daun salam', 'gula pasir', 'daging sapi', 'garam', 'serai', 'telur', 'wortel']",0,Masakan Rumit Tradisional
"Resep Bubur Ayam Cirebon, Selalu Dinanti di Pagi Hari",2jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-bubur-ayam-cirebon/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'daun salam', 'bawang', 'garam', 'kacang', 'seledri']",0,Masakan Rumit Tradisional
"Resep Gulai Sapi Kacang Merah, Spesial untuk Jamuan Keluarga",1j 30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-gulai-sapi-kacang-merah/,"['bawang putih', 'bawang merah', 'daun jeruk', 'kaldu sapi', 'daging sapi', 'garam', 'santan', 'tomat', 'kacang', 'wortel']",2,Masakan Rumahan Sehari-Hari
"Resep Gadon Daging Sapi, Pelengkap Makan-Makan Harian Bareng Keluarga",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-gadon-daging-sapi-khas-jawa/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'daun jeruk', 'kaldu sapi', 'daging sapi', 'garam', 'lengkuas', 'ketumbar', 'santan', 'telur']",2,Masakan Rumahan Sehari-Hari
Resep Onde-onde yang Empuk dan Lembut untuk Camilan Sore Hari,1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-onde-onde/,"['kecap manis', 'gula pasir', 'garam', 'santan', 'kacang', 'wijen']",0,Masakan Rumit Tradisional
Resep Telur Bumbu Bali Spesial Untuk Menu Makan Siang Istimewa,45mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-telur-bumbu-bali-daun-jeruk/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun salam', 'daun jeruk', 'garam', 'merica', 'tomat', 'telur']",3,Masakan Cepat dan Praktis
"Resep Nasi Bakar Ayam Suwir Kemangi, Wangi dan Gurih a la Rumahan",1jam,Mudah,5 Porsi,https://www.masakapahariini.com/resep/resep-nasi-bakar-ayam/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai rawit', 'daun salam', 'daun jeruk', 'gula pasir', 'daun bawang', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'kunyit', 'kemangi']",2,Masakan Rumahan Sehari-Hari
"Resep Buras, Pelengkap Segala Masakan Khas Sulawesi Selatan",2jam,Sedang,6 Porsi,https://www.masakapahariini.com/resep/resep-buras/,"['kaldu ayam', 'daun salam', 'garam', 'serai', 'santan']",0,Masakan Rumit Tradisional
"Resep Gulai Tunjang Khas Minang, Makan Pakai Tangan Lebih Nikmat",2jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-gulai-tunjang-khas-minang/,"['bawang putih', 'bawang merah', 'cabai merah', 'daun salam', 'gula pasir', 'kaldu sapi', 'kayu manis', 'serai', 'jahe', 'lengkuas', 'santan', 'kunyit', 'cengkih']",0,Masakan Rumit Tradisional
"Resep Mie Gomak Goreng, Ide Baru untuk Sarapan Minggu Ini",45mnt,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-mie-gomak-goreng/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'cabai rawit', 'daun bawang', 'kaldu sapi', 'daging sapi', 'garam', 'merica', 'jahe', 'lengkuas', 'kemiri', 'tomat']",0,Masakan Rumit Tradisional
"Resep Garang Asem Daging Sapi, Hidangan Gurih Pedas Penggugah Selera",1j 30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-garang-asem-daging-sapi/,"['bawang putih', 'bawang merah', 'cabai rawit', 'daun jeruk', 'gula pasir', 'kaldu sapi', 'daging sapi', 'asam jawa', 'garam', 'serai', 'lengkuas', 'santan', 'tomat']",2,Masakan Rumahan Sehari-Hari
"Resep Tongseng Sapi Tanpa Santan, Tak Kalah Gurih dan Sedapnya",1jam,Sedang,3 Porsi,https://www.masakapahariini.com/resep/resep-tongseng-sapi-tanpa-santan/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai rawit', 'daun salam', 'gula pasir', 'daun bawang', 'daging sapi', 'garam', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'tomat', 'kunyit', 'kol']",0,Masakan Rumit Tradisional
"Resep Mie Aceh, Menu Makan Malam Spesial Hari Ini",1jam,Mudah,2 Porsi,https://www.masakapahariini.com/resep/resep-mie-aceh/,"['bawang putih', 'bawang merah', 'daun bawang', 'daging sapi', 'bawang', 'tomat', 'seledri', 'kol', 'udang']",3,Masakan Cepat dan Praktis
"Resep Soto Betawi Kuah Susu, Tanpa Santan Tak Kalah Enaknya",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-soto-betawi-tanpa-santan/,"['bawang putih', 'bawang merah', 'daun salam', 'daun jeruk', 'daun bawang', 'kaldu sapi', 'daging sapi', 'bawang', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'ketumbar', 'tomat']",2,Masakan Rumahan Sehari-Hari
"Resep Semur Daging Kentang, Rasa Rumahan yang Selalu Ngangenin",45mnt,Mudah,5 Porsi,https://www.masakapahariini.com/resep/resep-semur-daging-kentang/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun bawang', 'kaldu sapi', 'daging sapi', 'kayu manis', 'gula', 'garam', 'merica', 'kemiri', 'ketumbar', 'tomat']",3,Masakan Cepat dan Praktis
"Resep Rawon Khas Jawa Timur, Menu Spesial Idul Adha",2jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-rawon-khas-jawa-timur/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun jeruk', 'kaldu sapi', 'daging sapi', 'serai', 'ketumbar', 'kunyit']",0,Masakan Rumit Tradisional
"Resep Coto Makassar, Satu Lagi yang Istimewa dari Sulawesi Selatan",1j 30mnt,Sedang,5 Porsi,https://www.masakapahariini.com/resep/resep-coto-makassar/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun salam', 'daun bawang', 'kaldu sapi', 'daging sapi', 'gula merah', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'kacang', 'seledri']",0,Masakan Rumit Tradisional
Resep Lapis Daging Istimewa dan Begitu Kaya Rasa,1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-lapis-daging-istimewa/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'daging sapi', 'gula', 'garam', 'serai', 'kemiri', 'ketumbar', 'telur']",0,Masakan Rumit Tradisional
"Resep Soto Bandung, Menghangatkan Suasana Makan Bersama Keluarga",1j 30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-soto-bandung/,"['bawang putih', 'bawang merah', 'daun salam', 'kaldu sapi', 'daging sapi', 'bawang', 'garam', 'merica', 'serai', 'jahe', 'kacang', 'seledri']",2,Masakan Rumahan Sehari-Hari
"Resep Empal Gentong, Masakan Kebanggaan Kota Cirebon",1j 30mnt,Sedang,6 Porsi,https://www.masakapahariini.com/resep/resep-empal-gentong/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun salam', 'daun jeruk', 'daun bawang', 'kaldu sapi', 'daging sapi', 'gula merah', 'jeruk nipis', 'kayu manis', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'kunyit', 'cengkih']",0,Masakan Rumit Tradisional
"Resep Asam Padeh Daging, Kejutan Lezat Saat Idul Adha",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-asam-padeh-daging/,"['bawang putih', 'bawang merah', 'cabai merah', 'daun jeruk', 'gula pasir', 'kaldu sapi', 'daging sapi', 'garam', 'jahe', 'lengkuas', 'kemiri', 'santan', 'tomat', 'kunyit']",0,Masakan Rumit Tradisional
"Resep Lumpia Basah, Jajanan Bandung yang Wajib Kamu Coba",1jam,Mudah,10 Porsi,https://www.masakapahariini.com/resep/resep-lumpia-basah/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'gula pasir', 'gula merah', 'garam', 'merica', 'kemiri', 'telur']",1,Masakan Porsi Besar untuk Banyak Orang
Resep Kroket Kentang Isi Wortel yang Enak dan Berisi,45mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-kroket-kentang-isi-wortel/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'garam', 'telur', 'wortel']",3,Masakan Cepat dan Praktis
"Resep Bistik Daging Sapi Khas Solo, Sajian Mewah dengan Kearifan Lokal",1jam,Sedang,5 Porsi,https://www.masakapahariini.com/resep/resep-bistik-daging/,"['bawang merah', 'kecap manis', 'kaldu sapi', 'daging sapi', 'tomat', 'telur', 'wortel']",0,Masakan Rumit Tradisional
"Resep Ayam Bakar Madu, Menu Lezat Saat Kumpul Keluarga",55mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-ayam-bakar-madu/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'asam jawa', 'merica', 'jahe', 'lengkuas', 'ketumbar']",2,Masakan Rumahan Sehari-Hari
"Resep Nasi Uduk Gurih dan Wangi, Cocok Untuk Sarapan!",1jam,Mudah,5 Porsi,https://www.masakapahariini.com/resep/cara-membuat-nasi-uduk/,"['kecap manis', 'kaldu ayam', 'cabai merah', 'daun salam', 'daun jeruk', 'gula pasir', 'limau', 'garam', 'serai', 'lengkuas', 'santan', 'kacang']",2,Masakan Rumahan Sehari-Hari
"Resep Nasi Godog, Tanpa Anglo Tetap Terasa Lezatnya",1jam,Mudah,2 Porsi,https://www.masakapahariini.com/resep/resep-nasi-godog/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'daun bawang', 'merica', 'kemiri', 'tomat', 'kol']",3,Masakan Cepat dan Praktis
"Resep Asinan Sayur Betawi, Satu Lagi Menu Legendaris dari Ibukota",45mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-asinan-sayur-betawi/,"['kecap manis', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'gula pasir', 'gula merah', 'jeruk nipis', 'garam', 'kacang', 'tahu', 'kol', 'cuka']",3,Masakan Cepat dan Praktis
"Resep Karedok, Hidangan Sehat dari Tatar Sunda",30mnt,Mudah,5 Porsi,https://www.masakapahariini.com/resep/resep-karedok/,"['bawang putih', 'kecap manis', 'cabai rawit', 'gula merah', 'asam jawa', 'garam', 'kacang', 'kol', 'kemangi', 'kencur']",3,Masakan Cepat dan Praktis
"Resep Bakwan Sayur Renyah, Camilan Anti Sisa Paling Favorit",45mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-bakwan-sayur-renyah/,"['bawang putih', 'kaldu ayam', 'daun bawang', 'garam', 'merica', 'telur', 'seledri', 'kol', 'wortel']",3,Masakan Cepat dan Praktis
"Resep Ayam Bekakak Khas Sunda, Hidangan Istimewa untuk Momen Spesial",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-ayam-bekakak-khas-bandung/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daun salam', 'asam jawa', 'garam', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'tomat', 'kunyit', 'kemangi']",0,Masakan Rumit Tradisional
"Resep Wedang Rempah Madu, Minuman Sahur Agar Kuat Berpuasa",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-wedang-rempah-madu/,"['kayu manis', 'serai', 'jahe', 'cengkih']",3,Masakan Cepat dan Praktis
"Resep Sayur Godog, Menu Andalan Saat Hari Besar",45mnt,Sedang,8 Porsi,https://www.masakapahariini.com/resep/resep-ayam-goreng-sayur-godog/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai merah', 'daun salam', 'gula pasir', 'bawang', 'serai', 'jahe', 'lengkuas', 'santan', 'kacang']",1,Masakan Porsi Besar untuk Banyak Orang
"Resep Ketupat Sayur dengan Ayam Panggang, Hidangan Lengkap nan Lezat",45mnt,Sedang,2 Porsi,https://www.masakapahariini.com/resep/ketupat-sayur-dengan-ayam-panggang/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai merah', 'daun jeruk', 'gula pasir', 'daun bawang', 'garam', 'serai', 'jahe', 'lengkuas', 'santan', 'telur', 'kunyit', 'kacang', 'kol', 'wijen', 'udang']",0,Masakan Rumit Tradisional
"Resep Keripik Bayam Renyah Gurih, Buat Kamu Ingin Tambah Terus",1j 45mnt,Mudah,3 Porsi,https://www.masakapahariini.com/resep/resep-keripik-bayam/,"['bawang putih', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'jeruk nipis', 'garam', 'kemiri', 'ketumbar', 'telur']",2,Masakan Rumahan Sehari-Hari
Resep Batagor Tanpa Ikan Saus Asam Pedas,1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-batagor-tanpa-ikan/,"['bawang putih', 'cabai rawit', 'gula pasir', 'daun bawang', 'jeruk nipis', 'tomat', 'telur', 'jamur']",0,Masakan Rumit Tradisional
"Cara Masak Semur Ayam Printil, Inspirasi Baru Masakan Bola Daging",1jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/cara-masak-semur-ayam-printil/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daging ayam', 'daging sapi', 'garam', 'merica', 'jahe', 'santan', 'telur']",0,Masakan Rumit Tradisional
Resep Sambal Goreng Krecek Kacang Tolo untuk Penggemar Gudeg,20mnt,Sedang,3 Porsi,https://www.masakapahariini.com/resep/resep-sambal-goreng-krecek-kacang-tolo/,"['kaldu ayam', 'daun salam', 'gula merah', 'lengkuas', 'santan', 'kacang', 'udang']",3,Masakan Cepat dan Praktis
Resep Sup Kacang Merah Iga Sapi untuk Ide Makan Siang,2jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-sup-kacang-merah-iga-sapi/,"['bawang merah', 'daun salam', 'kaldu sapi', 'gula merah', 'asam jawa', 'garam', 'lengkuas', 'kacang']",2,Masakan Rumahan Sehari-Hari
"Resep Gulai Kambing, Menu Hari Raya yang Paling Dinanti",1j 10mnt,Cukup Rumit,6 Porsi,https://www.masakapahariini.com/resep/resep-gulai-kambing-sederhana/,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'daun jeruk', 'gula pasir', 'kayu manis', 'daging kambing', 'garam', 'serai', 'jahe', 'kemiri', 'ketumbar', 'santan', 'kunyit']",0,Masakan Rumit Tradisional
"Resep Maklor Saus Telur Asin, Camilan Unik dan Lezat",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-maklor-saus-telur-asin/,"['bawang putih', 'kaldu ayam', 'cabai rawit', 'daun bawang', 'merica', 'telur', 'jamur']",3,Masakan Cepat dan Praktis
"Resep Soto Ayam Kampung, Masakan yang Selalu Mengundang Selera",1j 30mnt,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-soto-ayam-kampung/,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai rawit', 'daun jeruk', 'jeruk nipis', 'garam', 'merica', 'serai', 'jahe', 'kemiri', 'kunyit', 'seledri']",2,Masakan Rumahan Sehari-Hari
"Resep Oseng Tahu Tempe Sederhana, Inspirasi Lezat untuk Kapan Saja",1jam,Mudah,4 Porsi,https://www.masakapahariini.com/resep/resep-oseng-tahu-tempe-sederhana/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daun salam', 'daun bawang', 'serai', 'lengkuas', 'tahu', 'tempe']",2,Masakan Rumahan Sehari-Hari
"Resep Sambal Teri Petai, Nikmat Pedasnya Sulit Ditolak",20mnt,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-sambal-teri-petai/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai rawit', 'daun jeruk', 'gula pasir']",3,Masakan Cepat dan Praktis
"Resep Es Mambo Rujak Mangga, Segarkan Kamu Saat Hari Panas",2jam,Mudah,6 Porsi,https://www.masakapahariini.com/resep/resep-es-mambo-rujak-mangga/,"['cabai merah', 'gula merah', 'jeruk nipis', 'asam jawa', 'garam']",2,Masakan Rumahan Sehari-Hari
"Resep Bubur Ayam Cianjur, Menu Sarapan yang Dijamin Bakal Ludes",2jam,Sedang,4 Porsi,https://www.masakapahariini.com/resep/resep-bubur-ayam-cianjur/,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'daun salam', 'gula pasir', 'daun bawang', 'garam', 'merica', 'serai', 'jahe', 'kemiri', 'kunyit', 'kacang', 'seledri']",0,Masakan Rumit Tradisional
"Resep Nasi Liwet Solo, Cita Rasa Tradisional yang Selalu Dirindukan",1j 30mnt,Sedang,5 Porsi,https://www.masakapahariini.com/resep/cara-membuat-nasi-liwet-solo/,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai merah', 'daun salam', 'gula merah', 'garam', 'merica', 'serai', 'lengkuas', 'kemiri', 'ketumbar', 'santan']",0,Masakan Rumit Tradisional
"Resep Keripik Tempe Cabe Hijau, Camilan Nikmat yang Bikin Nagih",45mnt,Mudah,7 Porsi,https://www.masakapahariini.com/resep/resep-keripik-tempe-cabe-hijau/,"['bawang putih', 'daun jeruk', 'ketumbar', 'telur', 'tempe']",3,Masakan Cepat dan Praktis
"Resep Nasi Goreng Pedas Komplit, Inspirasi Bekal Ngantor Praktis",25mnt,Mudah,2 Porsi,https://www.masakapahariini.com/resep/resep-nasi-goreng-pedas-komplit/,"['bawang putih', 'kecap manis', 'cabai rawit', 'garam', 'tomat', 'telur', 'kacang']",3,Masakan Cepat dan Praktis
